rown	id	name	doc_topic	pContent	maxProb
130	a130	폐자동차의 자원순환 고도화 방안을 위한 폐자원 및 잔재물 흐름분석	2	1장 서다 론 연구 목적 연구 배경 필요 연구 범위 방법 장 국내 자동차 활용 정책 현황 특징 자동차 자원 순환 관하다 법률 제정 배경 환경 성보 장제 환경 보장 도입 배경 나 환경 보장 체계 적용 대상 환경 보장 사전 예방 규정 환경 보장 사후 관리 규정 국내 자동차 활용 정책 황가 자동차 사전 예방 규정 나 자동차 활용 비율 의무 자동차 자원 순환 체계 활용 방법 자동차 활용 사업자 준수 사항 장 국외 자동차 활용 정책 현황 특징 폐차 처리 지침 폐차 처리 지침 도입 배경 폐차 처리 지침 주요 내용 현황 독일 자동차 활용 정책 현황 특징 독일 자동차 활용 정책 도입 배경 주요 내용 나 독일 자동차 활용 현황 일본 자동차 활용 정책 현황 특징 일본 자동차 활용 정책 도입 배경 주요 내용 나 일본 자동차 활용 현황 국내외 자동차 활용 정책 비교 독일 자동차 활용 정책 비교 일본 자동차 활용 정책 비교 국내 자동차 활용 정책 비교 국내 독일 일본 자동차 활용 제도 교마 외 국가 자동차 활용 정책 현황 4장 자동차 폐자원 흐름 분석 자동차 물질 흐름 분석 사례 검토 배출 단계 수거 폐기 단계 전처리 단계 하다 체재 활용 단계 파쇄 활용 단계 파쇄 잔재 물재 활용 단계 자원 회수 단계 하다 체재 활용 단계 파쇄 활용 단계 파쇄 잔재 물재 활용 단계 판매 수출 단계 5장 자동차 자원 순환 고도 방안 배출 단계 수거 폐기 단계 전처리 단계 하다 체재 활용 경제 분석 나 파쇄 활용 경제 분석 파쇄 잔재 물재 활용 경제 분석 자동차 활용 대하다 경제 분석 시사점 자원 회수 단계 해체 세분화 따르다 발생량 변화 냉매 회수 처리 방 알다 파쇄 잔재 물재 활용 방향제 장 결론 제언 자동차 해체 활용 최대 파쇄 재물 처리 다각화 참고 문헌 부록 	0.999548086730239
131	a131	지역기반 환경보건정책 지원 방안 연구(I) :  한국형 CARE 프로그램을 중심으로	1	연구 지역 사회 다양하다 환경 유해 자 인하다 환경 보건 문제 진단 이 해결 위하다 국내 환경 보건 문제 현황 국외 지역 기반 환경 보건 정책 지원 수단 절차 방법 대하다 살펴보다 이 토대 우리 나라 적용 가능 지역 기반 환경 보건 정책 지원 프로그램 기본 틀 도입 제시 국내 환경 보건 문제 현황 파악 위하다 우리 나라 지역 사회 환경 보건 이슈 환경 유해 자 분포 환경 유해 인자 노출 인구 특성 건강 영향 지역 분포 등 환경 보건 현황 살펴보다 이 토대 지역 기반 환경 보건 정책 지원 수단 필요 도출 선진국 수행 있다 지역 기반 환경 보건 정책 지원 수단 미국 환경 보호 청의 프로그램 세계 보건 기구 지역 환경 보건 실행 계획 호주 지방 정부 환경 보건 위하다 관리 절차 면밀하다 검토 국외 지역 기반 환경 보건 정책 수단 중 체계 있다 미국 환경 보호 청의 프로그램 단계 절차 지침서 정보 지역 환경 보건 문제 순위 선정 방법 지역 사회 실행 방안 등 집중 분석 이 토대 국내 여건 고려 한국 프로그램 지역 기반 환경 보건 정책 지원 프로그램 기본 원칙 기본 틀 제시 지역 환경 보건 정책 지원 위하다 한국 프로그램 기본 지역 사회 참여 중앙 정부 주도 하향식 형태 지역 사회 중심 상 향식 결합 하이브리드 방식 지역 사회 역량 파트너십 강화 과학 기반 정책 수단 수용체 중심 건강 영향 근거 지역 사회 환경 보건 정책 수립 등 5가지 원칙 토대 구축 필요 있다 한국 지역 기반 환경 보건 정책 지원 프로그램 기본 틀 환경 보건 정책 지원 방안 계획 단계 환경 보건 현황 분석 단계 환경 보건 이슈 순위 선정 단계 위하다 저감 계획 실행 단계 이행 과정 사후 모니터링 단계 구축 지역 기반 환경 보건 정책 지원 프로그램 도입 위하다 향후 환경 보건 조사 평가 기술 취약 평가 순위 선정 기술 위하다 저감 위하다 소통 기술 대하다 개발 표준화 필요 지역 기반 환경 보건 정책 지원 프로그램 환경 보건 문제 환경 유해 인자 건강 영향 인과 관계 명확하다 규명 어렵다 한계점 대하다 오염원 매체 노출 건강 영향 문제 포괄 파악 환경 오염 인하다 건강 영향 단계 관리 수 있다 지역 내 문제 일으키다 원인 제공 그 인하다 영향 받다 당사자 참여 지역 발생 환경 문제 효과 해결 데 기여 수 있다 것 기대 	0.999646335924986
132	a132	재활용동네마당 사업을 통한 생활폐기물 관리 선진화 연구	2	장 서 장 종량제 운영 현황 생활 폐기물 활용 현황 분석 쓰레기 종량제 운영 현황 가다 쓰레기 종량제 대상 폐기물 시행 지역 나 생활 폐기물 배출 방법 생활 폐기물 수거 방식 생활 폐기물 수거 방식 장 단점 말다 생활 폐기물 수거 줏다 바 생활 폐기물 처리 방식 생활 폐기물 발생 처리 현황 가다 생활 폐기물 발생 현황 나 생활 폐기물 처리 현황 생활 폐기물 활용 현황 2013년 기준 장 거점 수거 운영 사례 검토 클린 하우스 고정식 거점 수거 개요 나 클린 하우스 운영 현황 클린 하우스 운영 사례 클린 하우스 장 단점 개선 사례 활용 정거장 이동식 거점 수거 개요 나 활용 정거장 운영 현황 활용 정거장 운영 사례 활용 정거장 장 단점 개선 사례 거점 수거 운영 사례 관련 시사점 가다 맞춤 분리 체계 구축 나 거점 수거 시설 유형 관리자 지정 4장 활용 동네 마당 추진 경과 운영 효율 제고 방안 활용 동네 마당 가다 사업 개요 나 추진 경과 활용 동네 마당 운영 사례 운영 현황 지자체 사례 통하다 시사점 가다 파급 효과 고려 설치 장소 선정 필요 나 시설 관리자 확보 방안 검토 필요 활용 동네 마당 등 거점 수거 방식 운영 효율 방 가다 입지 여건 고려 최적 분리수거 체계 선정 나 디자인 개선 통하다 혐오 시설 이미지 탈피 지역 실정 부합 분리 배출 요령 홍보 병행 라 등 활용 모니터링 가능 수거 체계 구축 장 생활 폐기물 거점 수거 사례 성과 기존 거점 수거 방식 적용 사례 제주도 생활 폐기물 고정식 거점 수거 클린 하우스 사례 나 서울시 일부 지자체 이동식 거점 수거 활용 정거장 사례 활용 동네 마당 사업 적용 씨 경제 분석 가다 시나리오 이동식 거점 수거 방식 활용 정거장 나 시나리오 고정식 거점 수거 방식 활용 동네 마당 장 결 참고 문헌 	0.999535542325418
133	a133	지속가능한 물이용을 위한 지표 개발 및 적용 방안 연구(Ⅱ)	1	장 서론 장 물 이용 지표 평가 선행 연구 국외 연구 국내 연구 선행 연구 분석 시사 점제 장 차년 연구 개선 검증 차년 주요 연구 결과 글로벌 지수 한국 내 비교 검증 가다 지수 비교 검증 나 글로벌 지수 개선 가능 모색 글로벌 지수 민감 분석 통계 검 증가 해상 변경 따르다 민감 분석 나 핵심 평가 지표 선정 통하다 설명력 검증 지표 평가 자료 보완 시기 확대 예비 평가 자료 보완 평가 시기 추가 평가 시기 비교 예비 평가 결과 장 지속 가능 물 이용 지표 체계 개발 적용 지속 가능 물 이용 지표 체계 개발 지속 가능 물 이용 지표 평가 주요 자료 평가 지표 평가 지수 산정 절차 지수 평가 가중치 탐색 나 지수 산정 방법 검토 가중치 적용 지수 산정 결과 수계 유역 평가 권역 수계 비교 대권 역내 상 하위 중 권역 유역 평가 순위 변동 폭 상 하위 중 권역 유역 평가 민감 분석 통계 비교 검 증가 통계 분석 통하다 핵심 평가 지표 선정 나 지속 가능 물 이용 지수 지역 내 생산량 교제 장 결론 제언 국가 차원 물 이용 지속 대하다 평가 필요 물 이용 민감 지역 보전 지역 구분 차별 정책 연구 한계 시사점 참고 문헌 	0.999187623522776
134	a134	넥서스 기반 통합적 기후환경 대응체계 구축 연구: 도시지역 기후적응정책 문제를 중심으로	1	1장 서다 론 연구 배경 목적 연구 구조 연구 방법 2장 넥서스 프레임워크 정책 문제 설정 넥서스 개념 설정 위하다 메타분석 정책 연구 넥서스 프레임워크 설정 도시 기후 적응 관련 정책 문제 선정 장 정책 문제 넥서스 프레임워크 적용 기후 변화 도시 열섬 문제 문제 현황 정의 정책 문제 지식 구조 기존 대응 방식 한계 넥서스 기반 프레임워크 적용 결과 말다 통합 정책 대응 구조 방향 제시 기후 변화 상수원 수질 문제 문제 현황 정의 정책 문제 지식 구조 기존 대응 방식 한계 넥서스 기반 프레임워크 적용 결과 말다 통합 정책 대응 구조 방향 제시 4장 넥서스 기반 프레임워크 정책 활용 방안 넥서스 기반 프레임워크 활용 방아 문제 해결 정책 구성 있다 활용 방 나다 넥서스 프레임워크 정책 구성 과정 활용 위하다 체크 리스트 안 정책 문제 해결 있다 넥서스 접근 방법 록 	0.999056780239124
135	a135	기후변화에 대응하기 위한 생태계 환경안보 강화방안(Ⅲ): 기후변화 적응을 위한 생태계 관리방안 개선	3	장 서론 연구 배경 필요 연구 목적 연구 내용 방법 기존 연구 차별 장 기존 기후 변화 생태 분야 적응 대책 분석 취약 생태 기후 변화 적응 관리 사례 조사 국가 기후 변화 적응 대책 세부 시행 계획 현황 1차 국가 기후 변화 적응 대책 나 국가 기후 변화 적응 대책 세부 시행 계획 기후 변화 적응 대책 세부 시행 계획 해외 기후 변화 적응 대책 생태 분야 미국 호주 영국 국내외 기후 변화 적응 대책 생태 부문 시사점 개선 방향제 장 기후 변화 취약 생태 적응 대책 개선 사항 제안 국내 기후 변화 주요 취약 생태 영향 적응 방아 고산 생태 연안 해양 국내 기후 변화 취약 종 사례 연구 기후 변화 취약 식물 종 선정 설문 조사 나 기후 변화 취약하다 국내 조류 종 사례 대응 방안 국가 기후 변화 적응 대책 생태 적응 전략 제안 장 적응 관리 통하다 생태 관리 방안 적응 관리 개념 적용 방아 적응 관리 개념 나 미국 플로리다 적응 관리 사례 적응 관리 적용 방향 국내 자연 자원 관리법 정책 국내 자연 자원 관리 법률 검토 국립 공원 생태 건강 평가 국내 생태 적응 관리 적용 가능 적응 관리 체계 종합 시사점 적용 가이드 적응 정책 위하다 적응 관리 활용 나 의사 결정 체계 확립 과학 기반 강화 법 제도 도구 개발 통하다 적응 관리 체계 정착 장 결론 결론 정책 위하다 시사 점가 적응 대책 문제점 개선 방 나다 기후 변화 취약 생태 적응 대책 기후 변화 적응 대책 사례 연구 적용 제안 기후 변화 적응 대비 체계 관리 과정 필요 향후 추진 과제 참고 문헌 부록 광역시 적응 대책 현황 2013년 기준 기후 변화 취약 종 설문 조사 기후 변화 생태 미치다 비하다 국내 생태 적응 능력 회복력 증진 위하다 대책 간과 오다 이 관련 2차 국가 응대 책 수립 과정 적응 대책 자연 생태 분야 생태 회복력 증진 위하다 적응 정책 효율 효과 제고 필요 점 전문가 이해 관계자 통하다 언급 보다 연구 기후 변화 환경 안보 관하다 차년 연구 국내 기후 변화 취약 생태 대하다 문헌 조사 우선 기후 변화 적응 대책 필요 국가 3대 민감 생태 고산 생태 연안 생태 습지 생태계 중 설악산 한라산 기후 변화 취약 종 구상나무 서식지 대하다 조사 결과 통하다 적응 대책 수립 씨 기후 변화 민감 종 서식지 선택 집중 필요 사례 제시 국가 기후 변화 적응 대책 생태 분야 대하다 기존 대책 분석 생태 회복력 증진 초점 두다 방향 적응 대책 개선 내용 제안 중 장기 관점 행동 통하다 학습 바탕 줄이다 나가다 적응 관리 생태 분야 기후 변화 적응 대책 관련 우리 나라 적용 방안 검토 향후 기후 변화 적응 대책 수립 이행 과정 효율 효과 제고 생태 관리 방안 마련 위하다 사례 분석 토대 단기 중 장기 관점 기후 변화 적응 위하다 생태 관리 방향 마련 이 위하다 필요 향후 과제 제시 기후 변화 적응 정책 선택 집중 통하다 적응 순위 도출 중 장기 생태 관리 체계 구축 생태 환경 안보 강화 위하다 앞 추진 발전 하다 정책 과제 도출 향후 선택 집중 적응 정책 위하다 적응 순위 결정 데이터베이스 구축 취약 리스크 분석 적응 정책 적응 관리 체계 연계 필요 효율 관리 체계 구축 위하다 적응 관리 위하다 환경 관련 법 정책 개선 의사 결정 체계 수립 모니터링 체계 구축 관련 부처 자체 적응 대책 수립 통하다 내부 역량 강화 적응 관리 도구 개발 필요 	0.91757613894404
136	a136	배출권거래제도의 벤치마크 사례 국제비교 연구	2	1장 서다 론 연구 배경 목적 주요 연구 내용 장 배출 거래 제도 추진 동향 배출권 거래제 이해 배출권 거래제 배출권 할당 방식 배출권 거래제 추진 동향 세계 배출권 거래제 추진 동향 나 국내 배출권 거래제 운영 현황 장 주 요국 벤치마크 사례 시사점 배출권 거래제 시행 현황 나 벤치마크 할당 기준 방식 벤치마크 사례 특징 시사점 미국 캘리포니아 배출권 거래제 시행 현황 나 벤치마크 할당 기준 방식 캘리포니아 벤치마크 사례 특징 시사점 중국 배출권 거래제 시행 현황 나 벤치마크 할당 기준 방식 중국 벤치마크 사례 특징 시사 점제 장 결론 국가 간 벤치마크 사례 정책 시사점 참고 문헌 부록 벤치마크 부록 벤치마크 부록 일부 특이 업종 대하다 활동 량 계산 식 부록 미국 캘리포니아 미국 캘리포니아 벤치마크 부록 중국 북경 시 벤치마크 	0.650014033285997
137	a137	친환경차 보조금 지원 정책의 온실가스 감축 효과 연구	3	1장 서다 론 연구 필요 목적 연구 범위 방법 선행 연구 차별 2장 친환경 차 보급 정책 국외 정책 현황 국내 정책 현황 장 차량 구매 행태 분석 자료 선행 연구 고찰 설문 조사 장 차량 구매 행태 분석 이론 고찰 모형 정립 장 온실가스 감축 효과 분석 장래 등록 대수 추정 온실가스 감축 효과 장 결론 연구 결과 요약 정책 제언 향후 연구 방향 참고 문헌 부록 조사표 정부 2015년 친환경 차 보급 확대 위하다 노력 강화 하다 보다 연구 2015년 확대 시행 친환경 차 보조금 지원 정책 장래 친환경 차 점유 변화 수송 부문 온실가스 감축 목표 달성 기여 정도 검토 친환경 차 보급 활성 대하다 정책 근거 마련 향후 친환경 차 보조금 지원 정책 추진 방향 제시 않다 장 국외 친환경 차 관련 정책 현황 검토 국내 벤치마킹 가능 다양하다 사례 검토 장 차량 구매 행태 분석 자료 수집 위하다 조사 설계 방안 검토 장 수집 조사 자료 바탕 차종 선택 모형 추정 차량 구매 행태 대하다 분석 수행 장 장래 차급 차종 등록 대수 추정 배출 계수 기반 온실가스 감축 효과 분석 보다 연구 결과 바탕 친환경 차 보급 정책 효과 제고 위하다 방안 다음 같다 국내 보급 계획 대하다 개선 관련 연구 필요 보급 따르다 온실가스 감축 효과 높이다 위하다 승용차 비하다 대당 주행 거리 길다 택시 택배 차량 등 보급 차종 전환 방안 시급하다 친환경 차 대하다 적극 홍보 구매자 사회 경제 특성 대응 위하다 노력 필요 마지막 친환경 차 보급 대하다 자동차 제작사 자발 참여 촉진 하다 	0.999423528728335
138	a138	국제기후변화 협상동향과 대응전략(Ⅱ)	2	1장 서다 론 연구 필요 목적 보다 연구 차별 연구 범위 수행 방법 장 2015년 기후 변화 협상 동향 2015년 신기 후 체제 협상 개요 감축 관련 논의 동향 타임 프레임 관련 논의 동향 적응 관련 논의 동향 장 합의 이후 주요 이슈 쟁점 사항 기후 재정 산림 토지 부문 회계 규정 시장 메커니즘 손실 피해 장기 감축 목표 합의 후 기후 거버넌스 장 기후 변화 협상 우리나라 대응 전략 단기 대응 방안 중 장기 대응 전략 장 결론 시사점 연구 결과 요약 향후 연구 주제 참고 문헌 부록 21차 당사국 총회 결정 문 	0.54864440361973
139	a139	폐자원 및 바이오에너지의 용도별 적정 배분방안(Ⅱ): 목질계 바이오매스를 중심으로	1	1장 서다 론 연구 필요 목적 연구 대상 범위 장 목질 폐자원 바이오매스 범위 선행 연구 목질 폐자원 바이오매스 분류 보다 연구 목질 폐자원 바이오매스 분류 장 국내외 목질 바이오매스 활용 정책 동향 국외 목질 바이오매스 활용 정책 동향 개 관나 독일 영국 국내 목질 바이오매스 활용 정책 동향 목질 바이오매스 활용 현황 나 관련 정책 현황 장 국내 목질 바이오매스 가용 너 지양 산정 목질 폐자원 바이오매스 가용 너 지양 산정 개요 선행 연구 가용 너 지양 산정 방법 나 가용 너 지양 산정 방법론 국내 목질 폐자원 바이오매스 항목 가용 너 지양 산 정가 임목 목재 생활 목재 건설 목재 농수산 부산물 사다 바이오 순환 림 국내 잠 재량 총괄 발전 사용량 제외 목질 바이오매스 수입 량제 장 제도 시행 따르다 목질 바이오매스 수요 전망 화석 연료 대체 효과 국내 열에너지 수요 시장 현황 시나리오 분석 통하다 열에너지 수요 전망 대안 신축 건물 소유주 의무 부과 대안 집단 에너지 사업자 의무 부과 바이오매스 이용 열에너지 수요 전망 가다 에너지원 다 분석 나 바이오 에너지 통하다 대안 대안 만족 경우 생산 단가 따르다 혼합 비율 결정 경우 목질 폐자원 바이오매스 화석 연료 대체 효과 시나리오 선정 나 비용 대체 효과 온실가스 유해 대기 오염 물질 대체 효과 장 결론 제언 목질 바이오매스 가용 너 지양 수요 전망 분석 종합 제도 도입 대비 정책 언가 국내 추가 공급 가능 량 발굴 나 바이오매스 잠 재량 파악 부문 목질 바이오매스 표준 수입 바이오매스 관리 측면 타다 지원 측면 참고 문헌 부록 	0.999431916823254
140	a140	생태계서비스 측정체계 기반구축(Ⅱ): 하천생태계를 중심으로	2	1장 서다 론 연구 배경 목적 연구 내용 범위 생태 서비스 정의 범위 장 하천 생태 서비스 지표 개발 적용 지표 개발 적용 추진 체계 지표 후보 군 중요 대표 평가 설문 조사 설계 응답자 특성 적용 결과 적용 결과 지표 후보 군 유형 분류 유형 분류 기준 평가 등급 체계 유형 분류 결과 지표 적용 결과 사례 연구 공급 서비스 조절 서비스 지지다 비스라 문화 서비스 시사 점제 장 하천 생태 서비스 경제 가치 추정 경제 가치 추정 범위 설정 연구 추진 체계 수요 측면 가치 추정 생태 서비스 분류 체계 경제 가치 유형 추정 기법 나 단위 가치 원단위 비교 분석 단위 가치 원단위 합산 사례 연구 공급 측면 가치 추정 생태 하천 복원사업 비용 기준 나 공공 부문 투자액 기준 시사 점제 장 생태 서비스 통합 측정 체계 구축 적용 통합 측정 체계 개념 틀 구성 요소 생태 서비스 측정 방법 생 물리학 가치 추정 방법 사회 문화 가치 추정 방법론 병렬 통합 접근 법 순차 통합 접근 법가 생태 서비스 물리 측정 화폐 연계 방 나다 담수 이용 서비스 가치 사례 연구 하천 습지 수질 정화 가치 사례 연구 강변 저류지 재해 방지 가치 사례 연구 말다 시사 점제 장 결론 생태 서비스 측정 의사 결정 통합 측정 체계 개선 위하다 향후 과제 참고 문헌 부록 하천 생태 서비스 지표 후보 군 중요 평가 위하다 설문지 부록 하천 생태 서비스 지표 후보 군 측정 가능 평가 결과 부록 하천 생태 서비스 지표 적용 지도 결과 	0.907572923707904
141	a141	에너지세제의 환경친화적 개편 및 지속가능한 환경재정체계 구축방안 연구	1	1장 서다 론 연구 필요 목적 연구 범위 방법 2장 문제점 환경 재정 현안 국내 에너지 소비 추이 환경 오염 현황 국내 환경 재정 현안 요국 에너지 세제 동향 세수 운용 사례 장 에너지원 사회 비용 반영 시나리오 설정 에너지원 대기 오염 물질 한계 피해 비용 추정 배출 한계 피해 비용 추정 보다 연구 사회 비용 반영 시나리오 설정 장 사회 비용 반영 시나리오 환경 개선 효과 분석 에너지원 가격 탄력 추정 사회 비용 반영 시나리오 환경 개선 효과 추정 장 사회 비용 반영 시나리오 경제 파급 효과 분석 소득 분배 파급 효과 분석 경제 파급 효과 산업연관분석 경제 파급 효과 일반 균형 분석 모형 장 요약 정책 과제 연구 결과 요약 주요 정책 과제 참고 문헌 부록 	0.626830667012585
142	a142	내륙습지에 대한 환경영향평가 개선방안 연구(I) : 환경부 전국내륙습지조사지침(2011)의 적용을 중심으로	2	1장 서다 론 연구 배경 목적 연구 내용 구성 가다 연구 내용 나 기존 연구 차별 장 습지 관련 환경영향평가 조사 지침 현황 분석 환경 영향 평가서 등 작성 등 관하다 규정 환경영향평가 등 자연 생태 조사 기초 자료 작성 관하다 지침 현행 환경 영향 평가서 등 습지 관련 조사 항목 기준 범위 사례 영천시 도시 관리 계획 용도지역 변경 도시 계획 시설 결정 변경 전략 환경 평가 나 은행 수해 습지 개선 사업 설수 소규모 환경영향평가 서제 장 환경부 전국 내륙 습지 조사 지침 현황 분석 전국 내륙 습지 조사 지침 조사 체계 전국 내륙 습지 조사 지침 일반 조사 무생물 환경 나 생물 환경 인문 사회 환경 경계 설정 말다 습지 평가 바 일반 습지 조사 표제 4장 환경영향평가 적용 습지 조사 지침 안 지침 안 개발 원칙 전략 적용 가능 분석 동기 평가 환경영향평가 적용 습지 조사 지침 안 환경영향평가 적용 습지 조사 지침 안 장 결 참고 문헌 	0.841687162540668
143	a143	세종특별자치시의 대기질 관리 기획 연구	3	1장 서다 론 연구 배경 목적 연구 내용 구성 2장 세종 특별자치시 개발 환경 계획 세종 특별자치시 도시 기본 계획 세종 특별자치시 지역 특징 황나 도시 기본 계획 토지 이용 환경 계획 세종 특별자치시 환경 보전 계획 종시 대기 환경 현황 나 대기 환경 기후 에너지 계획 대기 관측소 설치 운영 계획 소결 3장 세종 특별자치시 대기 특성 주요 오염원 대기 관측 자료 근거 종시 대기 특성 환경부 대기 관측 망 자료 분석 결과 세종 특별자치시 대기 특성 종시 대기 영향 줏다 요소 종시 기타 대기 오염 원가 도시 건설 관련 오염원 나 시멘트 기타 주요 산업 따르다 대기 오염 발생 요인 종시 비산 먼지 관리 현황 4장 세종 특별자치시 대기 관리 위하다 기본 방향 지속 가능 대기 관리 위하다 제언 향후 주요 연구 수요 단계 대기 관리 정책 방 장 결 참고 문헌 보다 연구 새롭다 대한민국 행정 수도 세종 특별자치시 이하 종시 지속 가능 개발 차원 대기 환경 관리 기본 방향 대하다 살펴보다 종시 경기 충남 지역 해당 한반도 중서부 지역 유사하다 대기 거동 특성 보이다 있다 종시 수도 유사하다 수준 중국 이동 오다 대기 오염 물질 영향 받다 동시 수도 충남 지역 주요 배 출원 영향 받다 수 있다 것 판단 종시 동쪽 위치 소백산맥 영향 대기 오염 물질 동반 대기 흐름 세종 충북 지역 정체 대기 악화 가능 있다 종시 수도 상응 철저하다 대기 오염 관리 필요 종시 인구 규모 종시 배 인근 대전광역시 비교 때 달하다 미세먼지 배출 량 보이다 있다 이 종시 진행 중 규모 도시 건설 관련 도로 도로 많다 양 미세먼지 배출 때문 것 추정 건설 현장 대기 오염 물질 배출 효과 관리 것 중요 이 주요 비산 먼지 배출 산업 시멘트 제조업 광업 등 대하다 관리 강화 하다 것 판단 종시 설치 예정 신규 대기 종합 관측소 오존 미세먼지 등 기본 대기 오염 물질 미량 대기 유해 물질 관측 포함 포괄 대기 오염 물질 집중 관측 통하다 선도 대기 환경 관리 하다 것 바람직하다 것 종시 향후 도시 지속 성장 따르다 중 장기 도시 에너지원 신재 에너지 도입 검토 에너지 연소 인하다 대기 오염 물질 배출 가능 억제 하다 교통량 증가 따르다 교통 부문 대기 오염 배출 관리 위하다 차별 저공 차량 지원 방안 수립 필요 있다 마지막 종시 화력 발전소 등 같다 충청 규모 대기 오염 배출 시설 근접 거리 있다 때문 이 환경 영향 환경 비용 대하다 연구 수도 시행 있다 사업장 대기 오염 물질 총량 관리제 종시 포함 충남 충청 도입 방안 대하다 검토 필요 있다 	0.999669302676623
144	a144	환경가치 중장기 연구 수요 조사	2	1장 서다 론 연구 배경 목적 연구 내용 구성 장 환경 가치 정의 분류 장 분야 수요 연구 현황 전문가 포럼 운영 결과 포럼 운영 결과 요약 기존 환경 가치 연구 한계점 분야 현황 검토 대기 부문 생태 부문 방법 검토 대기 부문 생태 부문 활용 사례 대기 부문 생태 부문 장 환경 가치 중 장기 연구 위하다 시사점 기존 연구 한계점 향후 연구 방향 통합 시각 로드맵 장 결 참고 문헌 보다 연구 환경 자산 가치 추정 관하다 높다 지다 관심 활용 가능 단위 정보 제공 대하다 수요 증가 대응 위하다 전문가 포럼 개최 분야 전문가 의견 수렴 기존 연구 사례 검토 환경 가치 분야 중 장기 발전 방안 대하다 고찰 차례 전문가 포럼 통하다 특정 방법 치우치다 환경 가치 도출 부문 특성 반영 다양하다 방법 기초 두다 연구 필요 공감 생물 물리학 접근 경제학 접근 연계 통합 연구 방법 대하다 검토 제안 있다 부문 계획 수립 씨 정책 활용 고려 우선순위 설정 통하다 단기 중 장기 목표 구분 필요 있다 의견 있다 이러하다 시사점 근거 생활 환경 분야 대기 자연환경 분야 생태 부문 대하다 연구 현황 방법 활용 사례 살펴보다 부문 중 방법 통합 대하다 연구 비교 선도 진행 것 판단 대기 부문 방법론 중심 가치 연구 감소 위하다 방안 고민 보다 향후 유사하다 절차 부문 적용 가능 제안 대상 부문 영향 범주 확인 확인 항목 대하다 물리 영향 정량 후 물리 영향 대하다 화폐 연계 과정 적용 부문 특성 반영 수 있다 주의 기울이다 하다 이 위하다 보다 연구 살펴보다 대기 생태 부문 이외 물 토지 토양 지질 소음 진동 폐기물 부문 대하다 부문 연구 현황 방법 활용 사례 대하다 검토 선행 하다 	0.685892073714878
145	a145	생물안전 법제 기초 연구	2	1장 서다 론 연구 배경 목적 연구 내용 방법 장 생물 안전 주요 개념 고찰 생물 안전 정의 생물 안전 위협 요인 생물 안전 관리제 장 대외 생물 안전 관리 대외 생물 안전 현안 국제 사회 생물 안전 관리 주요 국제 협약 나 생물 다양 협약 바이오 안전 정서 요국 생물 안전 관리 뉴질랜드 나 호주 미국 영국 종합 고찰 장 대내 생물 안전 관리 대내 생물 안전 현안 대내 생물 안전 관리 야생 생물 보호 관리 관하다 법률 나 생물 다양 보전 이용 관하다 법률 유전자 변형 생물체 국가 간 이동 등 관하다 법률 종합 고찰 장 생물 안전 관리 법제 방향 대내외 생물 안전 현안 생물 안전 관리 법제 방향 가다 생물 안전 인식 개선 나 생물 안전 법체계 개편 생물 안전 주요 고려 사항 참고 문헌 	0.998917271192929
